0;1
1;2
2;0
3;1
4;0
5;0
6;2
7;0
8;0
9;0
10;0
11;0
12;0
13;2
14;0
15;0
16;0
17;1
18;2
19;0
20;1
21;0
22;0
23;0
24;0
25;3
26;0
27;0
28;1
29;0
30;0
31;0
32;1
33;2
34;1
35;1
36;0
37;0
38;2
39;0
40;0
41;0
42;0
43;2
44;0
45;0
46;1
47;0
48;0
49;1
50;1
51;0
52;1
53;0
54;0
55;2
56;1
57;0
58;2
59;0
60;0
61;3
62;0
63;0
64;4
65;0
66;1
67;0
68;1
69;0
70;0
71;1
72;0
73;1
74;2
75;1
76;0
77;1
78;0
79;1
80;2
81;0
82;2
83;0
84;2
85;1
86;1
87;0
88;0
89;2
90;0
91;0
92;2
93;1
94;1
95;0
96;2
97;2
98;0
99;1
100;2
101;1
102;0
103;2
104;4
105;2
106;0
107;0
108;0
109;0
110;0
111;1
112;0
113;1
114;0
115;1
116;0
117;1
118;1
119;2
120;0
121;1
122;0
123;1
124;0
125;0
126;0
127;0
128;0
129;1
130;2
131;0
132;0
133;2
134;0
135;0
136;1
137;1
138;0
139;0
140;0
141;1
142;0
143;0
144;0
145;0
146;1
147;1
148;0
149;0
150;0
151;0
152;0
153;1
154;0
155;1
156;2
157;1
158;0
159;0
160;1
161;0
162;0
163;0
164;0
165;0
166;0
167;2
168;1
169;0
170;1
171;1
172;1
173;2
174;0
175;1
176;2
177;2
178;1
179;0
180;0
181;0
182;0
183;0
184;1
185;0
186;0
187;0
188;0
189;0
190;0
191;0
192;0
193;0
194;0
195;2
196;0
197;1
198;1
199;0
200;1
201;1
202;1
203;0
204;0
205;0
206;1
207;0
208;0
209;1
210;1
211;0
212;1
213;2
214;0
215;0
216;1
217;0
218;1
219;1
220;2
221;0
222;0
223;1
224;2
225;0
226;0
227;0
228;0
229;1
230;1
231;0
232;0
233;0
234;0
235;0
236;1
237;0
238;1
239;1
240;1
241;0
242;1
243;1
244;0
245;1
246;1
247;0
248;0
249;1
250;0
251;0
252;1
253;1
254;1
255;0
256;0
257;0
258;0
259;0
260;1
261;1
262;2
263;0
264;1
265;0
266;1
267;1
268;1
269;0
270;1
271;1
272;1
273;0
274;0
275;0
276;1
277;0
278;0
279;0
280;0
281;0
282;2
283;0
284;1
285;0
286;1
287;1
288;1
289;0
290;0
291;1
292;3
293;1
294;0
295;0
296;1
297;1
298;0
299;0
300;0
301;0
302;1
303;0
304;0
305;0
306;0
307;1
308;0
309;0
310;0
311;0
312;0
313;0
314;0
315;1
316;0
317;0
318;0
319;0
320;0
321;1
322;1
323;0
324;3
325;0
326;0
327;1
328;0
329;2
330;1
331;0
332;1
333;1
334;2
335;1
336;1
337;0
338;2
339;3
340;1
341;1
342;0
343;0
344;1
345;0
346;1
347;2
348;2
349;0
350;0
351;1
352;0
353;0
354;0
355;1
356;2
357;1
358;1
359;1
360;0
361;0
362;1
363;1
364;0
365;2
366;0
367;0
368;0
369;2
370;2
371;0
372;2
373;2
374;0
375;1
376;1
377;0
378;0
379;1
380;0
381;0
382;0
383;0
384;3
385;1
386;1
387;0
388;0
389;0
390;1
391;0
392;0
393;0
394;1
395;0
396;0
397;1
398;1
399;0
400;2
401;0
402;0
403;0
404;2
405;1
406;1
407;0
408;0
409;2
410;1
411;1
412;1
413;2
414;0
415;0
416;0
417;1
418;0
419;1
420;0
421;1
422;1
423;0
424;2
425;1
426;0
427;0
428;0
429;1
430;0
431;1
432;0
433;1
434;0
435;0
436;0
437;0
438;0
439;1
440;1
441;1
442;1
443;0
444;0
445;0
446;1
447;0
448;2
449;0
450;1
451;0
452;0
453;1
454;0
455;0
456;1
457;1
458;1
459;1
460;2
461;0
462;0
463;1
464;1
465;0
466;0
467;0
468;0
469;0
470;0
471;0
472;1
473;0
474;1
475;0
476;0
477;1
478;0
479;1
480;1
481;1
482;4
483;1
484;0
485;0
486;1
487;0
488;0
489;1
490;0
491;2
492;0
493;2
494;0
495;0
496;0
497;0
498;3
499;0
500;1
501;0
502;1
503;0
504;1
505;0
506;1
507;1
508;2
509;0
510;2
511;1
512;1
513;1
514;3
515;1
516;0
517;0
518;1
519;1
520;0
521;1
522;1
523;0
524;0
525;2
526;3
527;1
528;1
529;1
530;1
531;1
532;0
533;0
534;0
535;0
536;0
537;1
538;1
539;0
540;1
541;2
542;0
543;1
544;0
545;1
546;0
547;0
548;0
549;0
550;0
551;0
552;1
553;0
554;0
555;0
556;0
557;1
558;2
559;0
560;0
561;0
562;2
563;1
564;0
565;0
566;0
567;1
568;0
569;3
570;1
571;1
572;0
573;0
574;0
575;0
576;0
577;1
578;0
579;1
580;0
581;0
582;0
583;0
584;0
585;2
586;0
587;1
588;0
589;1
590;0
591;1
592;2
593;0
594;1
595;1
596;1
597;0
598;2
599;1
600;1
601;0
602;0
603;0
604;2
605;1
606;0
607;0
608;1
609;0
610;0
611;2
612;1
613;0
614;0
615;1
616;0
617;0
618;1
619;2
620;0
621;1
622;1
623;0
624;0
625;1
626;0
627;0
628;2
629;0
630;0
631;0
632;0
633;0
634;1
635;0
636;1
637;1
638;0
639;0
640;1
641;1
642;0
643;0
644;0
645;2
646;1
647;0
648;0
649;0
650;3
651;0
652;0
653;1
654;1
655;0
656;2
657;2
658;0
659;3
660;1
661;0
662;0
663;1
664;2
665;1
666;0
667;2
668;2
669;0
670;0
671;0
672;1
673;1
674;3
675;2
676;0
677;0
678;0
679;1
680;1
681;1
682;0
683;0
684;0
685;1
686;0
687;0
688;1
689;2
690;0
691;1
692;0
693;1
694;2
695;3
696;2
697;1
698;0
699;0
700;0
701;1
702;1
703;1
704;0
705;0
706;1
707;1
708;2
709;0
710;1
711;1
712;0
713;0
714;2
715;0
716;0
717;0
718;1
719;1
720;1
721;1
722;0
723;1
724;0
725;0
726;0
727;0
728;1
729;0
730;1
731;1
732;0
733;0
734;0
735;0
736;0
737;0
738;2
739;1
740;0
741;0
742;0
743;0
744;0
745;0
746;0
747;0
748;0
749;1
750;0
751;1
752;2
753;0
754;0
755;1
756;1
757;0
758;1
759;0
760;1
761;1
762;1
763;0
764;0
765;1
766;0
767;0
768;1
769;0
770;0
771;1
772;0
773;1
774;0
775;0
776;0
777;2
778;0
779;2
780;1
781;0
782;0
783;2
784;0
785;0
786;1
787;1
788;0
789;0
790;0
791;0
792;0
793;0
794;1
795;0
796;0
797;0
798;0
799;2
800;1
801;2
802;1
803;1
804;0
805;1
806;0
807;2
808;0
809;0
810;1
811;1
812;0
813;0
814;0
815;0
816;0
817;1
818;0
819;0
820;0
821;1
822;2
823;0
824;1
825;0
826;0
827;2
828;1
829;0
830;2
831;1
832;0
833;1
834;1
835;0
836;0
837;0
838;4
839;0
840;2
841;1
842;0
843;2
844;0
845;0
846;0
847;1
848;1
849;1
850;0
851;2
852;1
853;0
854;0
855;0
856;1
857;0
858;1
859;0
860;0
861;0
862;1
863;1
864;0
865;1
866;1
867;0
868;0
869;0
870;0
871;1
872;0
873;2
874;0
875;0
876;0
877;0
878;0
879;2
880;1
881;0
882;0
883;1
884;0
885;0
886;0
887;2
888;2
889;0
890;1
891;1
892;0
893;0
894;1
895;0
896;0
897;2
898;0
899;1
900;0
901;0
902;0
903;0
904;1
905;1
906;1
907;0
908;0
909;0
910;1
911;4
912;2
913;0
914;0
915;1
916;2
917;2
918;0
919;2
920;0
921;2
922;2
923;1
924;0
925;1
926;2
927;0
928;0
929;1
930;2
931;0
932;1
933;0
934;0
935;0
936;3
937;3
938;2
939;0
940;1
941;1
942;0
943;1
944;0
945;1
946;0
947;0
948;0
949;0
950;0
951;1
952;0
953;0
954;0
955;0
956;0
957;1
958;0
959;0
960;0
961;0
962;1
963;2
964;0
